country,family_id,document_id_type,publication_number,epodoc,docdb,doc_number,kind,id,set,country_name
US,23541286,docdb,US6026738A,US6026738,US.6026738.A,6026738,A,56,2,United States
US,23540373,docdb,US5567464A,US5567464,US.5567464.A,5567464,A,57,2,United States
US,23522805,docdb,US5598932A,US5598932,US.5598932.A,5598932,A,58,2,United States
US,26791815,docdb,US4966781A,US4966781,US.4966781.A,4966781,A,59,2,United States
US,27082319,docdb,US5522310A,US5522310,US.5522310.A,5522310,A,60,2,United States
US,23468055,docdb,US4959905A,US4959905,US.4959905.A,4959905,A,61,2,United States
US,23465338,docdb,US5526569A,US5526569,US.5526569.A,5526569,A,62,2,United States
US,23409574,docdb,US5109956A,US5109956,US.5109956.A,5109956,A,63,2,United States
US,22257536,docdb,US5887783A,US5887783,US.5887783.A,5887783,A,45,3,United States
US,4134826,docdb,US4915780A,US4915780,US.4915780.A,4915780,A,65,2,United States
US,25519242,docdb,US5492055A,US5492055,US.5492055.A,5492055,A,66,2,United States
US,23380645,docdb,US4924575A,US4924575,US.4924575.A,4924575,A,67,2,United States
US,23379214,docdb,US6068313A,US6068313,US.6068313.A,6068313,A,68,2,United States
US,23375011,docdb,US5002221A,US5002221,US.5002221.A,5002221,A,69,2,United States
US,23371195,docdb,US6041769A,US6041769,US.6041769.A,6041769,A,70,2,United States
US,23362526,docdb,US5121677A,US5121677,US.5121677.A,5121677,A,71,2,United States
US,27405221,docdb,US5009867A,US5009867,US.5009867.A,5009867,A,32,2,United States
US,27168908,docdb,US5109760A,US5109760,US.5109760.A,5109760,A,33,2,United States
US,23841231,docdb,US5535940A,US5535940,US.5535940.A,5535940,A,34,2,United States
US,23812852,docdb,US4955125A,US4955125,US.4955125.A,4955125,A,35,2,United States
US,26921134,docdb,US5032412A,US5032412,US.5032412.A,5032412,A,36,2,United States
US,23809317,docdb,US5074777A,US5074777,US.5074777.A,5074777,A,37,2,United States
US,23786695,docdb,US5128522A,US5128522,US.5128522.A,5128522,A,38,2,United States
US,22155141,docdb,US5508049A,US5508049,US.5508049.A,5508049,A,39,2,United States
US,21812239,docdb,US5551741A,US5551741,US.5551741.A,5551741,A,40,2,United States
US,23707534,docdb,US4936686A,US4936686,US.4936686.A,4936686,A,41,2,United States
US,26999367,docdb,US4944285A,US4944285,US.4944285.A,4944285,A,42,2,United States
US,26712723,docdb,USRE33508E,USRE33508,US.RE33508.E,RE33508,E,43,2,United States
US,23670096,docdb,US4960025A,US4960025,US.4960025.A,4960025,A,44,2,United States
US,23649319,docdb,US5526735A,US5526735,US.5526735.A,5526735,A,45,2,United States
US,23643593,docdb,US4984734A,US4984734,US.4984734.A,4984734,A,46,2,United States
US,23643058,docdb,US5480031A,US5480031,US.5480031.A,5480031,A,47,2,United States
US,26932708,docdb,US4940867A,US4940867,US.4940867.A,4940867,A,48,2,United States
US,23636424,docdb,US4944452A,US4944452,US.4944452.A,4944452,A,49,2,United States
US,23624285,docdb,US5681602A,US5681602,US.5681602.A,5681602,A,50,2,United States
US,23618319,docdb,US4944596A,US4944596,US.4944596.A,4944596,A,51,2,United States
US,23607430,docdb,US5680956A,US5680956,US.5680956.A,5680956,A,52,2,United States
US,23592770,docdb,US5514402A,US5514402,US.5514402.A,5514402,A,53,2,United States
US,22582067,docdb,US6148718A,US6148718,US.6148718.A,6148718,A,54,2,United States
US,23057234,docdb,US5605231A,US5605231,US.5605231.A,5605231,A,55,2,United States
US,24966334,docdb,US5725146A,US5725146,US.5725146.A,5725146,A,75,1,United States
US,24955501,docdb,US5244020A,US5244020,US.5244020.A,5244020,A,76,1,United States
US,27492029,docdb,US5833130A,US5833130,US.5833130.A,5833130,A,77,1,United States
US,24929890,docdb,US5170903A,US5170903,US.5170903.A,5170903,A,78,1,United States
US,27361127,docdb,US6156356A,US6156356,US.6156356.A,6156356,A,79,1,United States
US,8204300,docdb,US5165942A,US5165942,US.5165942.A,5165942,A,80,1,United States
US,9482337,docdb,US5780082A,US5780082,US.5780082.A,5780082,A,81,1,United States
US,24828135,docdb,US5866187A,US5866187,US.5866187.A,5866187,A,82,1,United States
US,23402870,docdb,US4896657A,US4896657,US.4896657.A,4896657,A,64,2,United States
US,24802887,docdb,US5200225A,US5200225,US.5200225.A,5200225,A,84,1,United States
US,11365142,docdb,US5472723A,US5472723,US.5472723.A,5472723,A,6,3,United States
US,22706196,docdb,US5921466A,US5921466,US.5921466.A,5921466,A,7,3,United States
US,24766582,docdb,US5103581A,US5103581,US.5103581.A,5103581,A,87,1,United States
US,24754233,docdb,US5110038A,US5110038,US.5110038.A,5110038,A,88,1,United States
US,24739092,docdb,US5102080A,US5102080,US.5102080.A,5102080,A,89,1,United States
US,23409574,docdb,US5279392A,US5279392,US.5279392.A,5279392,A,90,1,United States
US,4138480,docdb,US4954357A,US4954357,US.4954357.A,4954357,A,72,2,United States
US,23357121,docdb,US5476214A,US5476214,US.5476214.A,5476214,A,73,2,United States
US,23330643,docdb,US4960238A,US4960238,US.4960238.A,4960238,A,74,2,United States
US,23300134,docdb,US5469622A,US5469622,US.5469622.A,5469622,A,75,2,United States
US,22769143,docdb,US5469779A,US5469779,US.5469779.A,5469779,A,76,2,United States
US,25269279,docdb,US5484618A,US5484618,US.5484618.A,5484618,A,77,2,United States
US,23173235,docdb,US5504998A,US5504998,US.5504998.A,5504998,A,78,2,United States
US,27488339,docdb,US4997670A,US4997670,US.4997670.A,4997670,A,79,2,United States
US,27359492,docdb,US5586716A,US5586716,US.5586716.A,5586716,A,80,2,United States
US,23036010,docdb,US4968522A,US4968522,US.4968522.A,4968522,A,81,2,United States
US,23025409,docdb,US5503860A,US5503860,US.5503860.A,5503860,A,82,2,United States
US,26798172,docdb,US5441751A,US5441751,US.5441751.A,5441751,A,83,2,United States
US,26760368,docdb,US6121578A,US6121578,US.6121578.A,6121578,A,84,2,United States
US,27063319,docdb,US5154115A,US5154115,US.5154115.A,5154115,A,64,1,United States
US,25110390,docdb,US5800844A,US5800844,US.5800844.A,5800844,A,65,1,United States
US,25109360,docdb,US5165171A,US5165171,US.5165171.A,5165171,A,66,1,United States
US,8204657,docdb,US5144879A,US5144879,US.5144879.A,5144879,A,67,1,United States
US,25092602,docdb,US5788145A,US5788145,US.5788145.A,5788145,A,68,1,United States
US,25089792,docdb,US5872351A,US5872351,US.5872351.A,5872351,A,69,1,United States
US,25674801,docdb,US5176922A,US5176922,US.5176922.A,5176922,A,70,1,United States
US,25052910,docdb,US5112630A,US5112630,US.5112630.A,5112630,A,71,1,United States
US,25020604,docdb,US5247149A,US5247149,US.5247149.A,5247149,A,72,1,United States
US,25001780,docdb,US5243899A,US5243899,US.5243899.A,5243899,A,73,1,United States
US,24975453,docdb,US5880435A,US5880435,US.5880435.A,5880435,A,74,1,United States
US,26692721,docdb,US5971262A,US5971262,US.5971262.A,5971262,A,76,3,United States
US,21781571,docdb,US5253800A,US5253800,US.5253800.A,5253800,A,77,3,United States
US,21749656,docdb,US5260076A,US5260076,US.5260076.A,5260076,A,78,3,United States
US,46255352,docdb,US6054167A,US6054167,US.6054167.A,6054167,A,98,2,United States
US,22814165,docdb,US4891482A,US4891482,US.4891482.A,4891482,A,99,2,United States
US,21733253,docdb,US5375761A,US5375761,US.5375761.A,5375761,A,81,3,United States
US,25684174,docdb,US5315922A,US5315922,US.5315922.A,5315922,A,82,3,United States
US,21711572,docdb,US5845805A,US5845805,US.5845805.A,5845805,A,83,3,United States
US,24148314,docdb,US5112208A,US5112208,US.5112208.A,5112208,A,83,1,United States
US,46255279,docdb,US6065669A,US6065669,US.6065669.A,6065669,A,4,3,United States
US,24975453,docdb,US6060696A,US6060696,US.6060696.A,6060696,A,5,3,United States
US,3979189,docdb,US5129521A,US5129521,US.5129521.A,5129521,A,99,1,United States
US,22508801,docdb,US6109512A,US6109512,US.6109512.A,6109512,A,21,3,United States
US,22703434,docdb,US5503063A,US5503063,US.5503063.A,5503063,A,8,3,United States
US,10787901,docdb,US6051070A,US6051070,US.6051070.A,6051070,A,9,3,United States
US,22684732,docdb,US5417149A,US5417149,US.5417149.A,5417149,A,10,3,United States
US,27503399,docdb,US5206045A,US5206045,US.5206045.A,5206045,A,91,1,United States
US,24673203,docdb,US5253565A,US5253565,US.5253565.A,5253565,A,92,1,United States
US,24594140,docdb,US5686004A,US5686004,US.5686004.A,5686004,A,93,1,United States
US,24591387,docdb,US5071062A,US5071062,US.5071062.A,5071062,A,94,1,United States
US,24576332,docdb,US5171367A,US5171367,US.5171367.A,5171367,A,95,1,United States
US,24571352,docdb,US5098013A,US5098013,US.5098013.A,5098013,A,96,1,United States
US,26763041,docdb,US5789009A,US5789009,US.5789009.A,5789009,A,97,1,United States
US,24497951,docdb,US5804266A,US5804266,US.5804266.A,5804266,A,98,1,United States
US,21842952,docdb,US5903981A,US5903981,US.5903981.A,5903981,A,73,3,United States
US,24252127,docdb,US6083550A,US6083550,US.6083550.A,6083550,A,74,3,United States
US,26977873,docdb,US6016951A,US6016951,US.6016951.A,6016951,A,22,3,United States
US,27169157,docdb,US4906806A,US4906806,US.4906806.A,4906806,A,23,3,United States
US,22480701,docdb,US5202138A,US5202138,US.5202138.A,5202138,A,24,3,United States
US,22464111,docdb,US5482724A,US5482724,US.5482724.A,5482724,A,25,3,United States
US,25269279,docdb,US5380543A,US5380543,US.5380543.A,5380543,A,26,3,United States
US,22419814,docdb,US5472139A,US5472139,US.5472139.A,5472139,A,27,3,United States
US,21981940,docdb,US6054697A,US6054697,US.6054697.A,6054697,A,28,3,United States
US,27169156,docdb,US4923704A,US4923704,US.4923704.A,4923704,A,29,3,United States
US,22294434,docdb,US5445314A,US5445314,US.5445314.A,5445314,A,30,3,United States
US,22602259,docdb,US5454295A,US5454295,US.5454295.A,5454295,A,71,3,United States
US,26703871,docdb,US5402930A,US5402930,US.5402930.A,5402930,A,72,3,United States
US,22553351,docdb,US5458055A,US5458055,US.5458055.A,5458055,A,18,3,United States
US,22534502,docdb,US4922626A,US4922626,US.4922626.A,4922626,A,19,3,United States
US,26953442,docdb,US5919508A,US5919508,US.5919508.A,5919508,A,75,3,United States
US,21810456,docdb,US6086934A,US6086934,US.6086934.A,6086934,A,95,2,United States
US,22908976,docdb,US4938975A,US4938975,US.4938975.A,4938975,A,96,2,United States
US,22885439,docdb,US4890549A,US4890549,US.4890549.A,4890549,A,97,2,United States
US,22672754,docdb,US6004600A,US6004600,US.6004600.A,6004600,A,11,3,United States
US,25408106,docdb,US6048556A,US6048556,US.6048556.A,6048556,A,12,3,United States
US,27057022,docdb,US6018143A,US6018143,US.6018143.A,6018143,A,100,2,United States
US,26231509,docdb,US5365833A,US5365833,US.5365833.A,5365833,A,1,3,United States
US,22751178,docdb,US5382027A,US5382027,US.5382027.A,5382027,A,2,3,United States
US,26670019,docdb,US5881948A,US5881948,US.5881948.A,5881948,A,84,3,United States
US,22565728,docdb,US5523104A,US5523104,US.5523104.A,5523104,A,17,3,United States
US,22982908,docdb,US4924763A,US4924763,US.4924763.A,4924763,A,91,2,United States
US,22979023,docdb,US5585027A,US5585027,US.5585027.A,5585027,A,92,2,United States
US,25332667,docdb,US5423477A,US5423477,US.5423477.A,5423477,A,61,3,United States
US,22155141,docdb,US5417150A,US5417150,US.5417150.A,5417150,A,62,3,United States
US,22149916,docdb,US5950912A,US5950912,US.5950912.A,5950912,A,63,3,United States
US,22110334,docdb,US5346312A,US5346312,US.5346312.A,5346312,A,64,3,United States
US,22082549,docdb,US5542540A,US5542540,US.5542540.A,5542540,A,65,3,United States
US,22061316,docdb,US5385292A,US5385292,US.5385292.A,5385292,A,66,3,United States
US,22630355,docdb,US5464953A,US5464953,US.5464953.A,5464953,A,13,3,United States
US,22618015,docdb,US5428898A,US5428898,US.5428898.A,5428898,A,14,3,United States
US,4230085,docdb,US6067897A,US6067897,US.6067897.A,6067897,A,15,3,United States
US,22582067,docdb,US6004602A,US6004602,US.6004602.A,6004602,A,16,3,United States
US,22982919,docdb,US4919477A,US4919477,US.4919477.A,4919477,A,90,2,United States
US,27402979,docdb,US5961035A,US5961035,US.5961035.A,5961035,A,67,3,United States
US,4052865,docdb,US5381905A,US5381905,US.5381905.A,5381905,A,68,3,United States
US,11041247,docdb,US6139889A,US6139889,US.6139889.A,6139889,A,93,2,United States
US,12967623,docdb,US6091053A,US6091053,US.6091053.A,6091053,A,94,2,United States
US,22745759,docdb,US4904492A,US4904492,US.4904492.A,4904492,A,3,3,United States
US,23017390,docdb,US5476216A,US5476216,US.5476216.A,5476216,A,85,2,United States
US,22007816,docdb,US6010325A,US6010325,US.6010325.A,6010325,A,69,3,United States
US,21961684,docdb,US4971406A,US4971406,US.4971406.A,4971406,A,70,3,United States
US,22527899,docdb,US6077553A,US6077553,US.6077553.A,6077553,A,20,3,United States
US,25301904,docdb,US5445674A,US5445674,US.5445674.A,5445674,A,89,2,United States
US,21699459,docdb,US6070791A,US6070791,US.6070791.A,6070791,A,86,2,United States
US,23004643,docdb,US6150635A,US6150635,US.6150635.A,6150635,A,87,2,United States
US,22989899,docdb,US6092715A,US6092715,US.6092715.A,6092715,A,88,2,United States
WO,22703434,docdb,WO9520901A1,WO9520901,WO.9520901.A1,9520901,A1,49,3,Patent Cooperation Treaty
WO,21810456,docdb,WO9804137A1,WO9804137,WO.9804137.A1,9804137,A1,40,3,Patent Cooperation Treaty
WO,24702240,docdb,WO9800028A1,WO9800028,WO.9800028.A1,9800028,A1,41,3,Patent Cooperation Treaty
WO,23607430,docdb,WO9628978A1,WO9628978,WO.9628978.A1,9628978,A1,48,3,Patent Cooperation Treaty
WO,26703871,docdb,WO9319989A1,WO9319989,WO.9319989.A1,9319989,A1,52,3,Patent Cooperation Treaty
WO,25676330,docdb,WO9209493A1,WO9209493,WO.9209493.A1,9209493,A1,87,3,Patent Cooperation Treaty
WO,4163505,docdb,WO0066472A1,WO0066472,WO.0066472.A1,0066472,A1,12,9,Patent Cooperation Treaty
WO,21749656,docdb,WO9416569A1,WO9416569,WO.9416569.A1,9416569,A1,51,3,Patent Cooperation Treaty
WO,23974635,docdb,WO9701960A1,WO9701960,WO.9701960.A1,9701960,A1,47,3,Patent Cooperation Treaty
WO,10806989,docdb,WO9839220A1,WO9839220,WO.9839220.A1,9839220,A1,38,3,Patent Cooperation Treaty
WO,25089792,docdb,WO9828945A1,WO9828945,WO.9828945.A1,9828945,A1,39,3,Patent Cooperation Treaty
WO,22462610,docdb,WO0069752A2,WO0069752,WO.0069752.A2,0069752,A2,79,3,Patent Cooperation Treaty
WO,25242137,docdb,WO9846085A1,WO9846085,WO.9846085.A1,9846085,A1,37,3,Patent Cooperation Treaty
WO,11041837,docdb,WO0000035A1,WO0000035,WO.0000035.A1,0000035,A1,66,6,Patent Cooperation Treaty
WO,11041247,docdb,WO9809149A1,WO9809149,WO.9809149.A1,9809149,A1,67,6,Patent Cooperation Treaty
WO,26831775,docdb,WO0069316A1,WO0069316,WO.0069316.A1,0069316,A1,11,9,Patent Cooperation Treaty
WO,22155141,docdb,WO9500058A1,WO9500058,WO.9500058.A1,9500058,A1,50,3,Patent Cooperation Treaty
WO,10694992,docdb,WO9220234A1,WO9220234,WO.9220234.A1,9220234,A1,12,7,Patent Cooperation Treaty
WO,4013876,docdb,WO0058179A1,WO0058179,WO.0058179.A1,0058179,A1,27,9,Patent Cooperation Treaty
WO,25677229,docdb,WO9529619A1,WO9529619,WO.9529619.A1,9529619,A1,35,8,Patent Cooperation Treaty
WO,24794985,docdb,WO9219515A1,WO9219515,WO.9219515.A1,9219515,A1,36,8,Patent Cooperation Treaty
WO,16707646,docdb,WO0005967A1,WO0005967,WO.0005967.A1,0005967,A1,82,5,Patent Cooperation Treaty
WO,21797521,docdb,WO9748283A1,WO9748283,WO.9748283.A1,9748283,A1,42,3,Patent Cooperation Treaty
WO,21784659,docdb,WO9742826A1,WO9742826,WO.9742826.A1,9742826,A1,43,3,Patent Cooperation Treaty
WO,24497951,docdb,WO9735942A1,WO9735942,WO.9735942.A1,9735942,A1,44,3,Patent Cooperation Treaty
WO,26680668,docdb,WO9725870A1,WO9725870,WO.9725870.A1,9725870,A1,46,3,Patent Cooperation Treaty
WO,23375011,docdb,WO9216417A1,WO9216417,WO.9216417.A1,9216417,A1,58,3,Patent Cooperation Treaty
WO,24200766,docdb,WO9200674A1,WO9200674,WO.9200674.A1,9200674,A1,59,3,Patent Cooperation Treaty
WO,23362526,docdb,WO9013229A1,WO9013229,WO.9013229.A1,9013229,A1,60,3,Patent Cooperation Treaty
WO,21789353,docdb,WO9939993A1,WO9939993,WO.9939993.A1,9939993,A1,34,3,Patent Cooperation Treaty
WO,4008952,docdb,WO9955210A1,WO9955210,WO.9955210.A1,9955210,A1,26,9,Patent Cooperation Treaty
WO,21981940,docdb,WO9904638A2,WO9904638,WO.9904638.A2,9904638,A2,36,3,Patent Cooperation Treaty
WO,9543803,docdb,WO0057710A1,WO0057710,WO.0057710.A1,0057710,A1,39,7,Patent Cooperation Treaty
WO,27082271,docdb,WO9206895A1,WO9206895,WO.9206895.A1,9206895,A1,56,3,Patent Cooperation Treaty
WO,24591387,docdb,WO9212903A1,WO9212903,WO.9212903.A1,9212903,A1,53,3,Patent Cooperation Treaty
WO,27086974,docdb,WO9208358A1,WO9208358,WO.9208358.A1,9208358,A1,54,3,Patent Cooperation Treaty
WO,27082319,docdb,WO9206600A1,WO9206600,WO.9206600.A1,9206600,A1,55,3,Patent Cooperation Treaty
WO,22007816,docdb,WO9951101A1,WO9951101,WO.9951101.A1,9951101,A1,33,3,Patent Cooperation Treaty
WO,24383267,docdb,WO9207341A1,WO9207341,WO.9207341.A1,9207341,A1,57,3,Patent Cooperation Treaty
WO,22803549,docdb,WO0035291A1,WO0035291,WO.0035291.A1,0035291,A1,31,3,Patent Cooperation Treaty
WO,26752466,docdb,WO9956602A1,WO9956602,WO.9956602.A1,9956602,A1,32,3,Patent Cooperation Treaty
WO,26408932,docdb,WO9944429A1,WO9944429,WO.9944429.A1,9944429,A1,83,5,Patent Cooperation Treaty
WO,19767603,docdb,WO0007448A1,WO0007448,WO.0007448.A1,0007448,A1,100,3,Patent Cooperation Treaty
WO,21711572,docdb,WO9935059A1,WO9935059,WO.9935059.A1,9935059,A1,35,3,Patent Cooperation Treaty
WO,11390841,docdb,WO9615703A1,WO9615703,WO.9615703.A1,9615703,A1,1,8,Patent Cooperation Treaty
WO,20433955,docdb,WO9700040A1,WO9700040,WO.9700040.A1,9700040,A1,79,6,Patent Cooperation Treaty
WO,9522147,docdb,WO9937157A1,WO9937157,WO.9937157.A1,9937157,A1,17,7,Patent Cooperation Treaty
WO,11417365,docdb,WO0042857A1,WO0042857,WO.0042857.A1,0042857,A1,80,6,Patent Cooperation Treaty
WO,23120317,docdb,WO0060946A1,WO0060946,WO.0060946.A1,0060946,A1,80,3,Patent Cooperation Treaty
WO,25644371,docdb,WO9412397A1,WO9412397,WO.9412397.A1,9412397,A1,30,9,Patent Cooperation Treaty
WO,26233620,docdb,WO9857547A1,WO9857547,WO.9857547.A1,9857547,A1,21,7,Patent Cooperation Treaty
WO,8306857,docdb,WO0046766A1,WO0046766,WO.0046766.A1,0046766,A1,43,7,Patent Cooperation Treaty
WO,26320206,docdb,WO0000034A1,WO0000034,WO.0000034.A1,0000034,A1,65,6,Patent Cooperation Treaty
WO,11366242,docdb,WO9427446A1,WO9427446,WO.9427446.A1,9427446,A1,2,8,Patent Cooperation Treaty
WO,9523309,docdb,WO9941988A1,WO9941988,WO.9941988.A1,9941988,A1,16,7,Patent Cooperation Treaty
WO,11385835,docdb,WO9628979A1,WO9628979,WO.9628979.A1,9628979,A1,53,6,Patent Cooperation Treaty
WO,11246751,docdb,WO9112597A1,WO9112597,WO.9112597.A1,9112597,A1,3,8,Patent Cooperation Treaty
WO,11346816,docdb,WO9908537A1,WO9908537,WO.9908537.A1,9908537,A1,100,7,Patent Cooperation Treaty
WO,8305000,docdb,WO0011959A1,WO0011959,WO.0011959.A1,0011959,A1,42,7,Patent Cooperation Treaty
ZA,25583140,docdb,ZA9409139B,ZA9409139,ZA.9409139.B,9409139,B,15,1,South Africa
